asset,type,capacity,capacity_storage_energy,is_seasonal,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,investment_group,investment_integer,investment_integer_storage_energy,investment_method,max_ramp_down,max_ramp_up,min_operating_point,ramping,storage_method_energy,technical_lifetime,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method
DE_electrolyzer,conversion,68.34474886,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_Battery,storage,1.85,5.55,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_E_ENS,producer,5.8946533,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_Gas,producer,0.01,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_OCGT,producer,0.612,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_Solar,producer,24.446,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_Wind_Offshore,producer,44.191,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_Wind_Onshore,producer,11.393,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
DK_electrolyzer,conversion,2.305936073,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
EE_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
EE_E_ENS,producer,2.4936576,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
EE_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
EE_Solar,producer,3.52,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
EE_Wind_Offshore,producer,6.999,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
EE_Wind_Onshore,producer,0.861,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
EE_electrolyzer,conversion,0.194063927,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Battery,storage,32.0,96.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_E_ENS,producer,47.84908992,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Gas,producer,14.92,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Hydro,producer,14.839,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Hydro_Reservoir,storage,10.972,11648.5,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Nuclear,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Pump_Hydro_Closed,storage,6.866,99.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Pump_Hydro_Open,storage,2.683,5961.9,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Solar,producer,148.297,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Wind_Offshore,producer,5.711,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_Wind_Onshore,producer,99.549,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
ES_electrolyzer,conversion,20.97031963,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
EU_SMR_CCS,producer,1000.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_Battery,storage,5.887,17.661,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_E_ENS,producer,20.2000318,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_Gas,producer,0.234,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_Hydro_Reservoir,storage,3.237,5530.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_Nuclear,producer,10.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_OCGT,producer,0.087,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_Solar,producer,47.767,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_Wind_Offshore,producer,12.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_Wind_Onshore,producer,87.909,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FI_electrolyzer,conversion,5.410958904,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Battery,storage,24.461,73.383,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_E_ENS,producer,92.16,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Gas,producer,10.839,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Hydro,producer,23.447,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Hydro_Reservoir,storage,8.785,10000.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Nuclear,producer,50.139,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_OCGT,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Pump_Hydro_Closed,storage,1.95,10.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Pump_Hydro_Open,storage,1.85,90.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Solar,producer,193.594,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Wind_Offshore,producer,43.57,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_Wind_Onshore,producer,80.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
FR_electrolyzer,conversion,6.803652968,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Battery,storage,33.048,99.144,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_E_ENS,producer,14.3310508,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Gas,producer,5.037,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Hydro,producer,3.522,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Hydro_Reservoir,storage,2.744,3600.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_OCGT,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Pump_Hydro_Closed,storage,0.68,0.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Pump_Hydro_Open,storage,0.699,4.5,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Solar,producer,46.5,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Wind_Offshore,producer,17.5,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_Wind_Onshore,producer,27.5,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
GR_electrolyzer,conversion,6.575342466,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Battery,storage,0.365,1.095,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Coal,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_E_ENS,producer,3.6952681,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Gas,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Hydro,producer,2.011,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Hydro_Reservoir,storage,1.941,2045.9,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Pump_Hydro_Open,storage,0.281,18.3,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Solar,producer,3.188,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Wind_Offshore,producer,2.896,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_Wind_Onshore,producer,3.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HR_electrolyzer,conversion,0.924657534,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_Battery,storage,0.954,2.862,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_E_ENS,producer,12.1348298,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_Gas,producer,3.07,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_Hydro,producer,0.064,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_Nuclear,producer,2.36,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_OCGT,producer,0.154,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_Solar,producer,23.396,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_Wind_Onshore,producer,3.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
HU_electrolyzer,conversion,4.212328767,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_Battery,storage,52.206,156.618,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_E_ENS,producer,10.172088,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_Gas,producer,7.933,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_Hydro,producer,0.215,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_OCGT,producer,0.116,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_Pump_Hydro_Closed,storage,0.292,1.7,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_Solar,producer,12.113,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_Wind_Offshore,producer,21.057,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_Wind_Onshore,producer,11.308,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IE_electrolyzer,conversion,2.705479452,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_Battery,storage,142.781,428.343,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_E_ENS,producer,71.1365182,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_Gas,producer,41.91,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_Hydro,producer,15.846,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_Hydro_Reservoir,storage,9.576,5567.85,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_OCGT,producer,4.32,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_Pump_Hydro_Closed,storage,6.2,63.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_Pump_Hydro_Open,storage,3.254,288.99,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
